,Unnamed: 0.1,Unnamed: 0,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name,year,gender,gender_ints,income_class,income_class_num,isMinority_2020,isMinority_2022,Type2020,Type2022,MSI Type2020,MSI Type2022,full_name
41,5062,5062,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.013040615731.15,Ananth Reddy,Bhimireddy,2022,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Ananth Reddy Bhimireddy
42,5070,5070,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.014547555265.27,John L,Burns,2022,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,John L Burns
43,5078,5078,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.01144416340.69,Leo Anthony,Celi,2022,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Leo Anthony Celi
44,5086,5086,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.010050111041.85,Li-Ching,Chen,2022,,,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Li-Ching Chen
45,5094,5094,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.010645471441.90,Ramon,Correa,2022,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Ramon Correa
46,5102,5102,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,,Natalie,Dullerud,2022,female,1.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Natalie Dullerud
47,5110,5110,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.011617401167.17,Marzyeh,Ghassemi,2022,female,1.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Marzyeh Ghassemi
48,5118,5118,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.013606542045.17,Shih-Cheng,Huang,2022,,,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Shih-Cheng Huang
49,5126,5126,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.01030075716.32,Po-Chih,Kuo,2022,,,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Po-Chih Kuo
50,5134,5134,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.01234364760.01,Matthew P,Lungren,2022,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Matthew P Lungren
51,5142,5142,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.01011037156.92,Lyle J,Palmer,2022,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Lyle J Palmer
52,5150,5150,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.016023715041.58,Brandon J,Price,2022,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Brandon J Price
53,5158,5158,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.010362433313.82,Saptarshi,Purkayastha,2022,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Saptarshi Purkayastha
54,5166,5166,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.014153211055.56,Ayis T,Pyrros,2022,,,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Ayis T Pyrros
