,Unnamed: 0,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name,year,gender,gender_ints,income_class,income_class_num,isMinority_2020,isMinority_2022,Type2020,Type2022,MSI Type2020,MSI Type2022
5098,5098,Tallahassee,4174715.0,United States,US,grid.255986.5,Florida State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Florida,US-FL,pub.1147806988,ur.010645471441.90,Ramon,Correa,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5099,5099,Downers Grove,4890119.0,United States,US,grid.488771.5,DuPage Medical Group,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Illinois,US-IL,pub.1147806988,ur.010645471441.90,Ramon,Correa,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5100,5100,Atlanta,4180439.0,United States,US,grid.213917.f,Georgia Institute of Technology,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Georgia,US-GA,pub.1147806988,ur.010645471441.90,Ramon,Correa,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5101,5101,Atlanta,4180439.0,United States,US,grid.189967.8,Emory University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Georgia,US-GA,pub.1147806988,,Natalie,Dullerud,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5102,5102,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,,Natalie,Dullerud,2022,female,1.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority
5103,5103,Boston,4930956.0,United States,US,grid.239395.7,Beth Israel Deaconess Medical Center,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Massachusetts,US-MA,pub.1147806988,,Natalie,Dullerud,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5104,5104,Stanford,5398563.0,United States,US,grid.168010.e,Stanford University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",California,US-CA,pub.1147806988,,Natalie,Dullerud,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5106,5106,Tallahassee,4174715.0,United States,US,grid.255986.5,Florida State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Florida,US-FL,pub.1147806988,,Natalie,Dullerud,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5107,5107,Downers Grove,4890119.0,United States,US,grid.488771.5,DuPage Medical Group,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Illinois,US-IL,pub.1147806988,,Natalie,Dullerud,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5108,5108,Atlanta,4180439.0,United States,US,grid.213917.f,Georgia Institute of Technology,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Georgia,US-GA,pub.1147806988,,Natalie,Dullerud,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5109,5109,Atlanta,4180439.0,United States,US,grid.189967.8,Emory University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Georgia,US-GA,pub.1147806988,ur.011617401167.17,Marzyeh,Ghassemi,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5110,5110,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Arizona,US-AZ,pub.1147806988,ur.011617401167.17,Marzyeh,Ghassemi,2022,female,1.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority
5111,5111,Boston,4930956.0,United States,US,grid.239395.7,Beth Israel Deaconess Medical Center,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Massachusetts,US-MA,pub.1147806988,ur.011617401167.17,Marzyeh,Ghassemi,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5112,5112,Stanford,5398563.0,United States,US,grid.168010.e,Stanford University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",California,US-CA,pub.1147806988,ur.011617401167.17,Marzyeh,Ghassemi,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
5114,5114,Tallahassee,4174715.0,United States,US,grid.255986.5,Florida State University,"Department of Radiology, (J W Gichoya MD, A R Bhimireddy MS, H Trivedi MD), and Department of Computer Science, (Z Zaiman), Emory University, Atlanta, GA, USA; School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA, (I Banerjee PhD, R Correa BS);, School of Informatics and Computing, Indiana University–Purdue University, Indianapolis, IN, USA, (J L Burns MS, S Purkayastha PhD);, Institute for Medical Engineering and Science, (L A Celi MD, M Ghassemi PhD), and Department of Electrical Engineering and Computer Science, (M Ghassemi), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA, (L A Celi);, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, (L-C Chen BS, P-C Kuo PhD, R Wang BS);, Department of Computer Science, University of Toronto, Toronto, ON, Canada, (N Dullerud MS, L Seyyed-Kalantari PhD, H Zhang MS);, Stanford University School of Medicine, Palo Alto, CA, USA, (S-C Huang, M P Lungren MD);, Australian Institute for Machine Learning, (L Oakden-Rayner MD, L J Palmer PhD), and School of Public Health, (L J Palmer), University of Adelaide, Adelaide, SA, Australia; Florida State University College of Medicine, Tallahassee, FL, USA, (B J Price MD);, Dupage Medical Group, Hinsdale, IL, USA, (A T Pyrros MD);, Department of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA, (C Okechukwu MS);, Lunenfeld-Tanenbaum Research Institute, Sinai Health, Toronto, ON, Canada, (L Seyyed-Kalantari);, Vector Institute for Artificial Intelligence, Toronto, ON, Canada, (L Seyyed-Kalantari)",Florida,US-FL,pub.1147806988,ur.011617401167.17,Marzyeh,Ghassemi,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
